Tour;Length;GiftIds;TotalWeight;Weights
312;6837324.15988643;72897,88007,27974,16691,50701,21708,2308,86331,56173,80731,41956,20046,4857,27311,52513,52712,54570,27506,55402,71411,10092,63247,5900,33696,68325,13903,25955,12962,21700,34076,32873,88130,88073,76005,33823,43033,66485,80902,76912,37820,82160,45133,78078,15917,48646,13231,96639,89586,38426,2667,73683,59780,46760,42149,23566,78895,66777,26567,79768,75456,26597,67317,16132,27599,17350,57092,81210,45882,89593,18270,7517,50572,94480,90063,26196,25370,7269,44938,62491,79238,42450;999.366445873;1+7.04406741+43.95489699+11.24677102+50+17.13828486+1+1+1+30.22971332+1+1+37.14244225+18.62006166+1+1+1+50+14.17918436+1+31.15469441+15.80957185+24.09867915+12.94351378+1+9.276301919+7.99398321+1+1+1+2.944940125+33.51953553+1+1+25.81481073+1+50+10.49065166+1+1+33.98823662+13.17963978+7.685381692+24.53726243+29.32703765+32.70898259+1+34.88019753+40.6941329+1+1+1+33.97613916+3.068927109+10.43302821+9.254108896+41.8265591+18.849066+25.96367005+1+1+1+1+1+11.99856776+45.8600827+31.15095878+3.499757179+1+1+1+1+2.488096992+1+1+1.394508511+1+1+1+1+1
313;6279628.68071823;13058,61458,41520,96176,47299,93343,65659,2273,14575,42402,61614,13645,33896,73698,57297,29736,7556,8411,34369,83239,22280,17766,63452,38305,70917,20428,28515,47433,7962,39495,96201,95129,91676,10293,68795,87781,54277,21337,72654,35899,6271,41655,52405,2194,3026,72146,81220,75605,65016,35043,38070,82830,24299,7161,59695,24586,42076,82370,4001,71127;999.273837171;50+13.70978829+25.66820583+9.785667285+3.337707913+28.71246041+13.08244962+50+1+20.59560967+10.91863726+23.90462414+40.67096691+24.82899032+5.714201635+39.96754661+1+1+30.26322192+29.42197945+14.56307242+44.64886358+1+11.7642341+21.77086405+14.6909915+11.12534776+1+1+1.751911127+28.71119422+10.2724422+40.12654608+8.863923259+1+8.634739493+7.307040195+18.37664098+29.55995422+17.36500521+36.85302117+9.683422165+13.40437372+1+1+23.58901766+28.99502886+41.22597408+9.75531235+44.72222259+15.64045879+6.926793659+15.58351625+18.38211291+10.39775531+1+1+1+1+1
314;6350233.38221917;89691,58018,33124,83309,56999,29034,11875,63111,77577,7345,17076,26454,75490,46059,93415,25598,25660,88686,92324,22715,88644,80377,82028,60557,93253,79378,76145,43193,10940,59382,98720,14815,9895,28576,41808,81902,93634,54644,95560,91822,90911,96970,55732,19395,27217,63830,54188,85118,28525,78856,38696,17358,13527,34032,28675,74905,63630,73548,8021,47330,21015,51574,37421,53269,65890,33647,73111,87695;999.351097422;5.617756789+20.24375961+1+6.09963775+26.84883672+25.60321056+15.18121396+31.76052838+30.51640459+1+1+29.12862623+21.65342511+13.17427244+1+43.87440041+40.31376756+25.9169711+1+21.27458508+7.214723745+43.9623872+1+1+22.52127934+1+13.84664022+1+1+16.02306277+1+20.53211037+6.011427909+20.06443228+14.38507777+1+5.346159074+16.43678893+1+2.248235774+9.1411318+33.97249013+23.9183056+1+2.579452815+14.49270497+1+12.76640303+14.97463634+44.54111672+31.57801669+20.47166307+1+8.323326445+1+1.815725+13.73380951+9.183452088+45.49994264+24.9701547+33.10648679+1+1.46173356+41.9194151+35.14418038+1+1+9.957228373
315;6423819.21940473;74868,43265,91410,78230,52679,95726,60143,22998,44664,73333,60437,61890,11079,3636,72212,71289,99727,71049,18939,98714,58096,51428,69430,22627,52682,15302,57724,10246,10794,86106,89023,58801,74979,34803,34338,78582,77470,75824,79616,94809,64534,50598,98949,5171,6567,90501,31756,51949,75276,55728,86427,94530,9664,28028,57593,91707,28645,7135,42447,33448;999.817705892;12.56465337+1+22.5497646+41.96705782+1+6.842733519+4.921822131+12.03066069+1+5.120564909+1+41.93602633+17.85856834+15.96855066+49.48722357+1+1+22.03154826+33.50921168+13.04280938+18.99034867+50+5.276282558+12.00525838+14.46775924+6.987089588+30.23999827+1+39.71332433+27.71613029+11.6064335+28.6508543+1+27.18026201+8.177575358+38.38196081+7.438774382+38.64023619+1+1.809016745+35.78265084+1+1+46.1064141+22.43067258+20.7143322+6.517845773+49.24791666+1+6.596719572+11.71071689+27.25625391+12.66762724+32.69586872+8.463858343+34.64213014+2.872199044+1+1+1
316;6599822.1632705;8795,4111,11863,6357,63303,20071,61776,75447,52048,49594,69620,82713,44417,25606,87053,41614,744,30381,68619,46107,86577,78075,6452,34693,28455,24274,49750,55102,37579,11167,63502,86557,65103,55344,38778,22637,95847,24311,75231,24896,94130,20641,37725,95032,91279,79504,27340,13248,90239,66188,90104,34303,45449,78045,60978,43340,28509,82374,82846,61022,33753,68870,88079,15593,57573,40466,17773,77479,45488,68805,10169,43180,26302;999.597976063;17.59975322+1+6.970214915+7.842815764+16.56998186+1+2.300199554+15.85332581+31.67492972+19.73711507+8.740772951+1+23.31596604+2.657350608+1+1+31.47181167+24.95668135+1+8.097408711+2.297785602+14.46757078+1+1+50+13.06043948+38.1525643+40.02179339+1+7.528337714+22.17622088+10.00868629+32.01205356+43.23735617+25.5044514+8.870221055+1+31.29907385+4.193359605+42.29845482+5.666852691+12.41997058+40.62757252+47.52950485+4.960108963+36.41810515+1+19.58691708+17.16886994+1+11.45352192+1+1+16.33063959+1+1+34.61511694+15.01575797+12.6994244+29.65702247+38.66449585+17.10940798+1+9.578878868+1+1+1+1+1+1+1+2.179112162+1
317;6839108.23491584;5916,31749,70493,48157,15130,89291,69150,98165,95611,74719,91856,84774,37956,51056,14070,13349,38991,57967,65619,17748,92610,62742,18538,82145,40864,37498,29017,13025,6602,90056,43031,31207,74330,40444,31161,26459,95295,16194,71316,78671,36546,92973,61965,26394,42691,92297,9782,59659,33302,8890,39035,24175,19282,99983,36794,35437,59973,7916,82816,8870,26434,5342,99763,22023,24408,11899,69300;999.372129384;36.8309582+10.64607734+1+24.8309434+17.48668438+8.277769213+10.1668507+23.60751343+1+1.740373908+44.39820038+6.973875146+6.470768789+47.80744363+2.366167686+21.63380463+27.39740325+31.63855868+18.45363428+14.85964403+23.23291469+33.49398877+1+7.528062214+14.68174245+26.64782368+36.67588232+1+1+47.63534147+47.26597132+4.9341359+1+38.11089854+1+1+1+4.50489041+31.38668968+18.86964843+28.26192325+1+30.87134965+29.09732827+25.82859114+18.86273134+9.069378001+21.44753281+2.12821551+27.60474823+21.17260001+9.695396467+1+1+26.09936374+24.42731077+1+1+1+12.25099925+1+1+1+1+1+1+1
318;6060182.65847221;41763,34762,16436,84492,93869,46848,35625,2806,8531,66126,12480,8129,79603,53117,73217,56716,14108,44850,98118,14652,39638,83551,44031,85284,60775,72477,64280,80707,72772,67647,13028,24645,7967,45968,12465,38155,23660,78589,68941,99426,40192,48163,7783,30220,16185,33939,13235,97529,42536,39220;999.998577818;38.94099592+30.58764721+44.34902844+1+18.3791573+1+3.87692178+34.04841582+10.63432508+11.72268924+6.349075911+30.97802633+23.47215752+11.57500904+24.37418298+50+28.28854785+27.69987014+32.46072464+37.57638427+39.07846814+31.1576746+21.42631466+24.84357809+1.595406654+33.13467174+47.86384882+1+1+23.61328436+1+22.61656268+6.743984289+16.55294083+34.88025603+17.47338157+2.819173587+1+1+18.00749494+50+14.5933518+4.427528067+18.78706528+42.60641116+1+41.19848506+11.26553599+1+1
319;6398659.51669709;65663,24425,4427,90826,16468,62172,85804,83530,13515,25938,65181,29578,24600,5186,59009,91233,29911,8811,83559,27715,69059,85018,29342,48390,49411,30255,53744,60236,35136,80085,86014,39657,76891,58280,74096,68459,82642,4714,12642,82658,70373,8878,72733,16465,65525,43446,70860,7820,29624,31787,1893,64472,92774,3082,30858,61605,22043,43565,58564,85295,15936,37541,40157,22838,1752,98770,35337;999.707717876;3.012302947+1+42.25328292+1+26.30541754+14.85664083+25.32448562+1+31.45325621+12.51770489+5.722058704+21.90128089+47.01415722+13.53196972+18.919275+7.071606453+9.591956635+30.66861071+1+1+1+1+5.323654221+1.1191887+11.20207972+26.42973682+28.05185603+1+32.02861339+15.75865053+17.23175677+1+27.27991765+33.95968053+47.6663804+13.98748488+1+13.25336507+21.85269665+42.13536219+1+6.053017502+8.945837417+11.76340679+1+22.86047394+50+40.4057576+2.938988267+25.46046056+31.39319462+1+13.33644692+1.328004268+1+1+28.30431147+19.60773018+30.33331529+22.16013486+1+12.7581464+1+1+4.634061952+1+1
320;6054486.1774232;69509,40378,81086,23782,42776,87662,61268,27778,25981,74213,14558,91971,99786,54352,40609,2940,4015,68584,88608,52500,95845,69638,5327,16020,8011,78596,69844,33655,69882,44090,56078,33439,76266,75642,3805,31125,54275,76055,68775,5257,17556,40749,43749,60733,94445,21185,49441,35543,60149,82916,72166,42124,68402,31370,28581,93795,63969,83194,79204,96175,19179,85357,86139,81942,29748,59304,12179;999.44295966;22.22620631+35.9377546+35.73300113+23.52476586+8.354356219+1+33.65099859+50+2.300979686+5.011686605+50+11.40077673+2.879439779+48.14764425+1+3.244817938+8.603395505+1+10.00669165+1.315587248+32.93248014+25.65261352+24.6413865+25.50601233+11.06627234+1+15.93372957+14.31194536+1+43.43000111+1+29.81827353+19.86774411+34.84756858+14.63781299+34.90045525+22.30004151+1+1+25.39480141+21.2612092+9.552332812+1+21.16895065+1+1+1+3.729737571+31.66785107+1+17.47309407+14.6712262+1+49.56020349+1+2.876485113+25.39305685+16.02799604+6.282361233+8.279805343+5.927565481+14.85496388+1+1+1+4.136880307+1
321;8229191.76484696;83325,43354,13877,73974,37938,7912,9988,5131,71415,26935,78455,23232,55748,62371,10531,26485,10213,18,46767,24982,81250,29259,48984,86129,69783,16496,41901,38874,41910,30184,7913,22397,78457,38009,84022,78176,36576,19193,51869,57253,62808,33653,74105,78734,16128,50430,32805,93038,88198,68284,84892,91543,82496,22971,41413,40984,8595,79002,63797,74233,38770,22696,39690,10592,79319,47153,16956,34590,24748,75701,67147,59473,48851,91045,51232,67508,26204,76292,76370,14414;999.841128589;1+1.214425805+31.82920416+9.196569822+5.153618214+19.03008019+7.583384798+14.15118729+1+1+12.72379038+6.951863242+1+7.652251875+11.38275291+9.576886436+41.36307162+6.88447878+17.49088624+12.11033665+1+6.608792926+23.49157379+29.0844945+7.399068335+14.36211666+1+1+25.42699471+28.63222795+29.10723664+3.748420242+1+1+41.51588781+42.75598984+47.85891416+22.3715036+4.012343885+19.72092189+30.18062097+24.37621323+15.51945498+24.92286908+6.725478209+1+20.05043071+1+1+10.64246061+40.7405512+1+1+1+10.34880769+22.55826522+19.33446041+1+40.47852756+1+17.60005556+33.40302632+45.82786847+1+1+3.217649331+1+16.33826891+15.64345537+1+8.890817394+1+1+1+3.254119802+1+1.396452213+1+1+1
322;6197058.54933232;73278,91544,1175,67075,72106,61972,44722,96782,47476,56261,72478,95697,45146,31337,79622,94129,37759,97731,98124,41235,18630,23804,54949,10132,72846,23280,72643,78253,46282,32273,285,292,87074,87720,14027,1086,97065,22655,85881,57683,78796,81348,81958,72295,37037,38627,18453,53001,31626,16090,74729,45362,20868,93245,49310,28173,61375,94247,35657,5352,29639,97254,20505,66216,57855,57801,84431,54498,5283,23605,79951,4391;999.349396993;10.06352203+17.66714144+41.92812242+28.12816976+6.468456658+25.08110966+20.73036688+24.92182595+36.11893959+25.29346525+9.658079115+11.330963+17.31145344+50+7.241619002+32.52545803+9.398577291+7.647766084+1+1+10.90747372+38.3695334+49.1084967+13.84046397+5.833301103+34.61357773+1.616757308+1+1+12.61704969+10.87433654+28.26180783+1+50+6.77385673+1+30.59146687+11.87952374+3.609014847+1+21.92021411+10.01741841+11.15951295+42.16905955+1+4.701077364+2.343293171+16.11818949+11.30298215+31.61135643+1+21.36764192+14.49262094+13.4822759+1+34.77881301+12.9616289+15.44679442+1+8.247933507+9.809635249+1.874174101+1+1+5.133079643+1+1+1+1+1+1+1
323;7153040.61200584;40738,49615,95590,76875,21394,38188,46407,20926,90643,34510,10498,28864,71940,38236,37335,92150,29268,76584,44010,49077,94894,89331,52254,29139,9651,76112,53503,47884,20270,98406,43900,56257,8507,37767,12412,33263,35739,72657,69535,94133,95910,12012,20591,85489,92673,21917,36323,25707,35448,37026,67845,4130,49660,71969,31243,78141,69180,54876,78761,12491,51880,32189,10373,56061,38613,26828,40322,4846,88969,11991,13309,31450,72071,43424,35393,38760,39056;999.719090765;20.94000296+41.07099081+25.9299396+50+9.818956443+8.440575376+1+19.2748954+1+19.92639505+12.01775531+11.60014619+1+23.53896202+19.66513645+11.43968199+1+26.75392429+35.58875006+39.18125015+1+1+1+1+1+14.52779791+29.42540792+23.78496076+1+1+6.494316847+1+13.16528544+19.34815077+1+8.467210503+31.5994784+19.94641654+1+1+20.45144704+8.455808457+4.24317098+1+34.83133952+50+1+1+1+1+1+4.411016998+36.74608807+13.10255212+10.77483285+17.44025281+8.369994988+18.24417788+12.77956346+1+1+33.32737606+36.64905769+12.931932+24.93282592+23.04609589+1+1+13.56529451+12.61441777+1+5.361437463+25.4940211+1+1+1+1
324;6190097.83560346;55989,84671,12197,23486,77830,42503,61521,67405,7927,8037,71641,9637,38400,27194,25087,20910,71958,2198,40074,21244,4265,98106,4847,45951,18218,31837,18438,36911,32093,35119,7046,2479,47405,16050,8688,71192,74492,65188,73015,46839,96449,86697,34994,56783,87786,13839,90333,34798,1701,60342,73174,30186,91211,69714,17888,21019,9982,16014,40017,64774,11723,13594,75734,41274,38916,86171,54634,94401,92944,75632,78998,99735,96068;999.643023169;32.8360655+15.68183735+25.24881578+6.345950389+15.0047331+29.39485103+1+11.05230822+1.350006984+17.73147621+12.89056403+18.81797513+19.54612823+1+1+1+16.91894726+1+44.25447285+31.74498818+1+1+1+1+14.37672267+13.74144662+17.81643113+1.194666766+28.26136857+16.63884464+20.72693947+16.72380829+1+1+26.25364108+37.91354444+23.83445416+1+20.77864127+4.372949946+6.29494026+9.193175692+1+37.45560075+1+15.23758985+1+1+33.98447418+5.630479432+8.466764035+19.77470009+20.20667993+3.738925862+9.018124316+1+1+35.36120399+30.62504147+9.922993806+26.29675828+28.57125001+15.72836999+26.95323562+25.24927997+1+1+1+25.59791727+7.152276236+33.78649908+1+1.944163755
325;6410431.6010438;73481,68281,33558,55474,23704,94789,41687,10517,59797,8302,15424,13733,98270,66920,92928,25777,6339,28884,12132,85715,67561,16870,39849,25572,12367,78366,77123,88160,71478,18710,95950,86886,61789,11607,59889,12424,71877,19153,40029,78607,53034,49903,88811,15487,93080,62127,47830,64734,46508,36601,31425,94966,77220,31430,74888,65786,37934,11952,76835,2437,51883,71679,93607,15388,21321,85202;999.049009018;1+16.56134171+18.65675031+32.47349766+8.843302846+1+11.62893626+10.33938515+1+30.00475481+18.41658086+37.60404802+1+50+35.76820225+19.81079097+1+24.89378033+30.04469636+1+17.82656767+50+1+18.08788051+3.419470384+14.7336272+28.44931109+37.1246205+9.99109887+1+1+4.460682617+1+24.4431711+1+3.505185879+14.66142319+13.90609789+18.23592688+26.59212783+5.313707978+1+1+31.87721743+1+28.03013386+1+1+18.0060568+28.60837475+17.39519835+3.996485501+9.524369869+24.34444502+1+50+36.43507674+19.44127229+1+43.48869699+14.73204663+12.99502722+3.377640444+1+1+1
326;7439607.83952861;86291,98297,27646,9388,41084,15489,42567,47315,3133,15114,15485,86166,67172,29829,25883,20290,11147,22525,45966,90466,97724,47449,4897,17601,80077,32120,22143,10609,18419,28932,90294,54008,94402,60611,22671,58341,13575,16997,61144,56105,71936,95030,25325,67002,13973,68496,14733,83960,92614,20135,90328,18268,45385,46304,76634,26832,35592,76115,10752,30182,56428,90612,41349,1737,13283,76164,85391,36418,53009,19904,42006,73199,44749,63343,83710,17459,96073,31523,46164,60296,5758,4563,27859,55806,83910;999.217760364;23.89085691+35.88382067+13.42348469+47.54446933+8.660008802+10.58101961+27.79617442+21.76192968+2.460703053+1+32.12805458+16.81063835+13.80428263+34.81222927+12.07482555+1+1+8.061962898+50+1+1+18.01738929+30.02942711+6.793332903+1+24.31923777+1+11.36187855+13.35098963+19.1729176+2.940284367+6.619555096+21.98910351+1+1+1+22.40525322+1+1+1+4.31186939+20.97832474+11.89858309+9.064277125+20.88555477+14.98265839+6.23122527+10.118757+30.57910703+9.288805766+11.53309146+1+3.366285683+1+1+1+9.749303195+1+27.07917775+22.39480759+3.046082904+1+1+7.223628665+1+9.835337995+20.66564051+1+43.35261239+22.10498383+14.02206073+1+9.778370395+1+21.2886269+19.35099913+29.2212847+4.199978687+15.97249579+1+1+1+1+1+1
327;6203498.72087561;14768,23139,40380,65581,5019,25009,16918,58646,53795,34210,96222,56608,21861,17456,87156,23478,95974,60247,36540,46576,98663,31067,49384,95880,5573,77994,83371,64454,36623,55894,46666,17452,77110,87794,1407,35404,26765,34170,26451,64403,68323,33827,37205,90626,3399,45022,8819,90644,6525,27815;999.177854802;1.976839645+50+46.82164932+1+1+13.28818408+48.29055722+16.96380108+1+45.84863037+40.01677969+16.68230476+1+1+31.07481205+19.4582203+31.27133794+48.92807982+1+50+36.44444836+50+5.853252227+1+1+1+1+1+1+13.38542245+1+1+23.33585568+24.85961739+1+1+1+50+48.20731445+44.40700512+17.05074719+23.28231211+12.98202053+37.96223566+27.67949686+48.26635127+1+18.66981709+37.17076214+1
328;6146612.32741477;73269,5139,67435,9219,37476,72275,40552,98218,95465,33339,71267,18374,44881,42932,99977,87016,7182,84709,91350,69496,56915,32610,26513,61854,95217,87830,25979,27807,87666,28956,57970,61634,85983,46628,2467,58778,80855,13355,30983,46453,27085,44619,57616,31698,42193,17666,8873,73658,92160,2254,20551,89206,86580,21396,65989,29359,9715,42039,33308,86708,83990,47899,79634,1695;999.582746128;37.74223256+33.84407513+35.10671853+7.351496858+18.65249619+29.44664228+21.11835514+1+42.61245552+1+34.15239068+16.28508349+6.706567941+24.9013223+50+2.712578246+13.93406293+36.87733044+16.83664334+14.67377658+26.23266345+37.72360135+1+1+24.94867683+12.40622427+8.633780124+22.26349198+8.309358699+5.225513464+1+1+4.279304242+30.28634272+28.5037709+14.18743638+5.041406558+1+29.34188038+1+50+16.25454541+8.983178877+8.082658065+1+1+32.54354529+1+1+19.64635715+13.45862106+1+35.65748243+22.76483133+49.35500484+16.80673346+5.692108714+1+1+1+1+1+1+1
329;6831769.87984884;25052,41132,88144,73442,83213,96041,23128,26027,33617,80730,9847,68674,91583,33370,83124,97768,47240,71396,35614,7133,55417,84490,53148,21361,59059,10093,99289,86021,85096,42183,26479,38608,16976,88615,72248,43581,94475,86146,7405,50635,94330,74222,3033,5255,47195,56937,8952,32941,43051,47202,56883,82483,31549,17503,91123,87370,97435,31499,8299,45598,57842,2536,53987,90396,29685,65146,56268,5108,27591,40808,60206,67912;999.582175436;35.03328665+19.84624333+1+35.77149772+13.10528142+39.13961058+16.59789143+27.70559836+46.57210647+14.77477949+50+4.091957901+1+1+17.30887673+28.58661649+1+1+31.54219615+1+1+23.79079913+1+1+4.783043904+2.872314009+1+35.73959969+35.86375719+27.66831342+20.53049295+48.33389104+21.35133695+18.96673066+1+14.29646699+23.89155208+23.92794531+1+1+18.54620657+50+1+33.71335189+21.95148608+1.440281291+22.62274617+1+3.710011618+1+7.651784149+28.33104409+1+9.189989039+1+1+1+11.23312637+12.22510061+11.77418992+1+12.7733889+15.93061366+7.086552338+15.37712749+1+1.111667715+1+1+6.821321492+1+1
330;6372103.25914517;34843,2489,66062,8228,88166,42577,34801,3110,89366,78726,7889,9583,67469,54782,29597,2398,37987,72980,2668,77686,11386,33197,99691,19326,76826,73670,97419,14305,53675,79091,16409,53796,80258,56163,67037,13859,73498,15657,19889,35679,47152,35299,63046,38528,68434,85005,34082,87686,77055,21454,22925;999.797943549;26.63016295+33.77989098+1+29.68878482+8.541987541+24.71144276+17.91489557+50+13.10875828+50+14.90576118+18.43844636+1+46.47335841+50+3.599521838+20.64000064+10.58007819+12.34112719+31.60750544+1+6.724856805+5.410801781+9.520465031+4.710716946+22.17883923+22.44273038+1+12.87331165+50+7.640097556+21.00976506+1+36.33423377+49.47068681+1+11.34186817+42.48905478+29.44125434+1+32.83024175+20.26274988+14.87479748+31.45182797+19.35201817+21.50956944+15.08319807+11.13576397+27.4125816+2.237955338+2.096835423
